,theorem_id,throrem_titles,theorem_contents,theorem_refs,ref_ids,retrieved_3,retrieved_5,retrieved_10,retrieved_50,P@3,P@5,P@10,P@50,R@3,R@5,R@10,R@50,RR,self_retrieve
10990,15908,Bisector of Apex of Isosceles Triangle also Bisects Base,Let $\triangle ABC$ be an [[Definition:Isosceles Triangle|isosceles triangle]] whose [[Definition:Apex of Isosceles Triangle|apex]] is $A$.Let $AD$ be the [[Definition:Bisection|bisector]] of $\angle BAC$ such that $AD$ [[Definition:Intersection (Geometry)|intersects]] $BC$ at $D$.Then $AD$ [[Definition:Bisection|bisects]] $BC$.,"['Definition:Triangle (Geometry)/Isosceles', 'Definition:Triangle (Geometry)/Isosceles/Apex', 'Definition:Bisection', 'Definition:Intersection (Geometry)', 'Definition:Bisection']","[20889, 24091, 20259, 21103, 20259]","[15909, 7801, 24091]","[15909, 7801, 24091, 3516, 11139]","[15909, 7801, 24091, 3516, 11139, 24092, 19334, 24089, 13541, 1198]","[15909, 7801, 24091, 3516, 11139, 24092, 19334, 24089, 13541, 1198, 7804, 7803, 29506, 13079, 2148, 20889, 24090, 1214, 1215, 15930, 30375, 15929, 25523, 20912, 13078, 13077, 24096, 13075, 27684, 13068, 27278, 3550, 18085, 15922, 15927, 18161, 13069, 21822, 20435, 7658, 30557, 13073, 33146, 18162, 24097, 10094, 13070, 33021, 25653, 1196]",0.3333333333333333,0.2,0.1,0.04,0.25,0.25,0.25,0.5,0.3333333333333333,False
10991,15909,Bisector of Apex of Isosceles Triangle is Perpendicular to Base,Let $\triangle ABC$ be an [[Definition:Isosceles Triangle|isosceles triangle]] whose [[Definition:Apex of Isosceles Triangle|apex]] is $A$.Let $AD$ be the [[Definition:Bisection|bisector]] of $\angle BAC$ such that $AD$ [[Definition:Intersection (Geometry)|intersects]] $BC$ at $D$.Then $AD$ is [[Definition:Perpendicular|perpendicular]] to $BC$.,"['Definition:Triangle (Geometry)/Isosceles', 'Definition:Triangle (Geometry)/Isosceles/Apex', 'Definition:Bisection', 'Definition:Intersection (Geometry)', 'Definition:Right Angle/Perpendicular']","[20889, 24091, 20259, 21103, 24250]","[15908, 7801, 24091]","[15908, 7801, 24091, 3516, 11139]","[15908, 7801, 24091, 3516, 11139, 24092, 13079, 19334, 24089, 13541]","[15908, 7801, 24091, 3516, 11139, 24092, 13079, 19334, 24089, 13541, 1198, 7804, 7803, 29506, 2148, 20889, 24090, 13075, 13070, 1214, 1215, 15930, 30375, 25523, 24096, 13078, 13077, 20912, 24097, 27684, 13068, 27278, 3550, 18085, 30376, 18161, 13069, 21822, 7658, 30557, 13073, 33146, 18162, 10094, 33021, 25653, 13076, 15922, 15929, 7794]",0.3333333333333333,0.2,0.1,0.04,0.2,0.2,0.2,0.4,0.3333333333333333,False
10992,15910,Equilateral Triangle is Equiangular,Let $\triangle ABC$ be an [[Definition:Equilateral Triangle|equilateral triangle]].Then $\triangle ABC$ is also [[Definition:Equiangular Polygon|equiangular]].,"['Definition:Triangle (Geometry)/Equilateral', 'Definition:Polygon/Equiangular']","[24099, 24080]","[15911, 13076, 27278]","[15911, 13076, 27278, 13068, 20912]","[15911, 13076, 27278, 13068, 20912, 13074, 30375, 18161, 27279, 13073]","[15911, 13076, 27278, 13068, 20912, 13074, 30375, 18161, 27279, 13073, 7794, 1666, 18085, 1210, 29511, 25653, 13069, 18020, 19388, 27446, 1194, 7658, 13071, 13075, 7793, 18162, 25555, 7660, 2148, 30554, 8910, 30557, 1205, 7792, 24099, 30555, 30551, 11139, 13329, 30552, 14061, 30376, 19379, 18256, 13570, 33145, 27277, 13328, 20897, 3]",0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.5,0.02857142857142857,False
10993,15911,Equiangular Triangle is Equilateral,Let $\triangle ABC$ be [[Definition:Equiangular Polygon|equiangular]].Then $\triangle ABC$ is an [[Definition:Equilateral Triangle|equilateral triangle]].,"['Definition:Polygon/Equiangular', 'Definition:Triangle (Geometry)/Equilateral']","[24080, 24099]","[15910, 13076, 27278]","[15910, 13076, 27278, 13068, 20912]","[15910, 13076, 27278, 13068, 20912, 13074, 30375, 18161, 27279, 13073]","[15910, 13076, 27278, 13068, 20912, 13074, 30375, 18161, 27279, 13073, 7794, 1666, 18085, 1210, 29511, 25653, 13069, 18020, 19388, 27446, 1194, 7658, 13075, 7793, 18162, 13071, 25555, 7660, 2148, 30554, 8910, 30557, 1205, 7792, 24099, 30555, 30551, 11139, 13329, 30552, 14061, 30376, 19379, 18256, 13570, 33145, 27277, 13328, 20897, 3]",0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.5,0.02857142857142857,False
10994,15912,No Order Isomophism Between Distinct Initial Segments of Woset,"Let $E$ be a [[Definition:Well-Ordered Set|well-ordered set]].Let $S_\alpha, S_\beta$ be [[Definition:Initial Segment|initial segments]] of $E$ that are [[Definition:Order Isomorphism|order isomorphic]].Then $S_\alpha = S_\beta$.","['Definition:Well-Ordered Set', 'Definition:Initial Segment', 'Definition:Order Isomorphism']","[19938, 22294, 19915]","[32915, 10525, 1010]","[32915, 10525, 1010, 5156, 5151]","[32915, 10525, 1010, 5156, 5151, 32914, 15905, 25339, 25338, 6123]","[32915, 10525, 1010, 5156, 5151, 32914, 15905, 25339, 25338, 6123, 1812, 15856, 29528, 29055, 16530, 3867, 1813, 3862, 6124, 18634, 18614, 2897, 2892, 15132, 18785, 15943, 15139, 15136, 15635, 15140, 15137, 15138, 15134, 29498, 15141, 3864, 3863, 3859, 3861, 300, 2888, 15133, 2890, 2891, 15849, 15634, 3464, 23347, 30859, 30869]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
10995,15913,Perpendicular is Shortest Straight Line from Point to Straight Line,Let $AB$ be a [[Definition:Straight Line|straight line]].Let $C$ be a [[Definition:Point|point]] which is not on $AB$.Let $D$ be a [[Definition:Point|point]] on $AB$ such that $CD$ is [[Definition:Perpendicular|perpendicular]] to $AB$.Then the [[Definition:Length of Line|length]] of $CD$ is less than the [[Definition:Length of Line|length]] of all other [[Definition:Line Segment|line segments]] that can be drawn from $C$ to $AB$.,"['Definition:Line/Straight Line', 'Definition:Point', 'Definition:Point', 'Definition:Right Angle/Perpendicular', 'Definition:Linear Measure/Length', 'Definition:Linear Measure/Length', 'Definition:Line/Segment']","[24156, 20151, 20151, 24250, 23865, 23865, 24163]","[15915, 15914, 15916]","[15915, 15914, 15916, 20902, 29633]","[15915, 15914, 15916, 20902, 29633, 15917, 24201, 1211, 29909, 29629]","[15915, 15914, 15916, 20902, 29633, 15917, 24201, 1211, 29909, 29629, 27921, 1216, 18365, 24163, 24167, 21915, 19336, 10385, 25497, 24052, 24166, 17393, 21799, 21800, 26820, 24151, 25334, 1793, 24250, 22049, 32057, 20154, 3560, 24157, 24156, 26387, 1921, 3562, 24162, 24249, 10383, 25791, 15919, 21957, 10384, 24115, 25270, 3561, 24509, 21896]",0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.6,0.07142857142857142,False
10996,15914,Straight Lines which make Equal Angles with Perpendicular to Straight Line are Equal,"Let $AB$ be a [[Definition:Straight Line|straight line]].Let $C$ be a [[Definition:Point|point]] which is not on $AB$.Let $D$ be a [[Definition:Point|point]] on $AB$ such that $CD$ is [[Definition:Perpendicular|perpendicular]] to $AB$.Let $E, F$ be [[Definition:Point|points]] on $AB$ such that $\angle DCE = \angle DCF$.Then $CE = CF$.","['Definition:Line/Straight Line', 'Definition:Point', 'Definition:Point', 'Definition:Right Angle/Perpendicular', 'Definition:Point']","[24156, 20151, 20151, 24250, 20151]","[15915, 15913, 15916]","[15915, 15913, 15916, 20902, 29633]","[15915, 15913, 15916, 20902, 29633, 29629, 18365, 15917, 20154, 24052]","[15915, 15913, 15916, 20902, 29633, 29629, 18365, 15917, 20154, 24052, 24250, 10385, 24249, 26820, 19336, 15919, 25497, 17393, 10383, 29909, 10384, 13070, 3101, 13079, 15920, 30558, 24853, 21800, 16967, 32552, 30116, 21810, 21806, 23293, 30504, 21915, 3198, 1793, 3104, 1221, 11575, 1216, 19091, 1011, 24947, 24115, 21103, 8848, 11259, 31963]",0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.3333333333333333,0.09090909090909091,False
10997,15915,Straight Line making Larger Angle with Perpendicular to Straight Line is Longer,"Let $AB$ be a [[Definition:Straight Line|straight line]].Let $C$ be a [[Definition:Point|point]] which is not on $AB$.Let $D$ be a [[Definition:Point|point]] on $AB$ such that $CD$ is [[Definition:Perpendicular|perpendicular]] to $AB$.Let $E, F$ be [[Definition:Point|points]] on $AB$ such that $\angle DCE > \angle DCF$.Then $CE > CF$.","['Definition:Line/Straight Line', 'Definition:Point', 'Definition:Point', 'Definition:Right Angle/Perpendicular', 'Definition:Point']","[24156, 20151, 20151, 24250, 20151]","[15914, 15913, 15916]","[15914, 15913, 15916, 20902, 29633]","[15914, 15913, 15916, 20902, 29633, 29629, 18365, 15917, 20154, 24052]","[15914, 15913, 15916, 20902, 29633, 29629, 18365, 15917, 20154, 24052, 24250, 10385, 24249, 26820, 19336, 15919, 25497, 17393, 10383, 29909, 10384, 13070, 3101, 13079, 15920, 30558, 24853, 21800, 16967, 32552, 30116, 21810, 21806, 23293, 30504, 21915, 3198, 1793, 3104, 1221, 11575, 1216, 19091, 1011, 24947, 24115, 21103, 8848, 11259, 31963]",0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.3333333333333333,0.09090909090909091,False
10998,15916,Two Equal Straight Lines can be Constructed from Point to Straight Line,"Let $AB$ be a [[Definition:Straight Line|straight line]].Let $C$ be a [[Definition:Point|point]] which is not on $AB$.Then exactly $2$ [[Definition:Straight Line|straight lines]] $CD$ and $CE$ can be drawn such that $CD = CE$ and $D, E$ on $AB$.","['Definition:Line/Straight Line', 'Definition:Point', 'Definition:Line/Straight Line']","[24156, 20151, 24156]","[15914, 15915, 15913]","[15914, 15915, 15913, 15917, 20154]","[15914, 15915, 15913, 15917, 20154, 1793, 21915, 21800, 24156, 29633]","[15914, 15915, 15913, 15917, 20154, 1793, 21915, 21800, 24156, 29633, 20902, 3561, 24166, 3560, 10366, 10314, 10359, 10354, 10317, 25497, 29629, 24157, 3562, 25901, 10315, 10316, 20573, 10358, 24163, 1011, 10352, 10353, 15919, 24162, 1018, 10320, 1216, 24043, 26563, 10276, 1211, 10369, 10767, 32552, 3505, 1935, 21810, 10277, 32069, 19336]",0.0,0.0,0.1,0.02,0.0,0.0,0.5,0.5,0.1111111111111111,False
10999,15917,Distance between Two Parallel Straight Lines is Everywhere the Same,"Let $AB$ and $CD$ be [[Definition:Parallel Lines|parallel]] [[Definition:Straight Line|straight lines]].Let [[Definition:Perpendicular|perpendiculars]] $EF$ and $GH$ be drawn from $AB$ to $CD$, where $E, G$ are on $AB$ and $F, H$ are on $CD$.Then $EF = GH$.That is, the [[Definition:Distance (Linear Measure)|distance]] between  $AB$ and $CD$ is the same everywhere along their length.","['Definition:Parallel (Geometry)/Lines', 'Definition:Line/Straight Line', 'Definition:Right Angle/Perpendicular', 'Definition:Linear Measure/Distance']","[24190, 24156, 24250, 25334]","[15919, 15920, 15916]","[15919, 15920, 15916, 15913, 15914]","[15919, 15920, 15916, 15913, 15914, 15915, 15926, 25497, 29633, 20902]","[15919, 15920, 15916, 15913, 15914, 15915, 15926, 25497, 29633, 20902, 1922, 21103, 20573, 13108, 29629, 25334, 24250, 24190, 10378, 32552, 21824, 10386, 1793, 18365, 10381, 16957, 1019, 26820, 1196, 19664, 18318, 21831, 24148, 19336, 3562, 18126, 29909, 13079, 10112, 11262, 24088, 10379, 10389, 20174, 16902, 31901, 19570, 16967, 15925, 25791]",0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.75,0.0625,False
11000,15918,Diagonals of Rhombus Bisect Each Other at Right Angles,Let $ABCD$ be a [[Definition:Rhombus|rhombus]].The [[Definition:Diagonal of Parallelogram|diagonals]] $AC$ and $BD$ of $ABCD$ [[Definition:Bisection|bisect]] each other at [[Definition:Right Angle|right angles]].,"['Definition:Quadrilateral/Rhombus', 'Definition:Diameter of Parallelogram', 'Definition:Bisection', 'Definition:Right Angle']","[24065, 20896, 20259, 20153]","[16111, 19373, 19374]","[16111, 19373, 19374, 8909, 24065]","[16111, 19373, 19374, 8909, 24065, 13072, 11291, 15922, 29802, 17111]","[16111, 19373, 19374, 8909, 24065, 13072, 11291, 15922, 29802, 17111, 20896, 7778, 18035, 15921, 10131, 18036, 17056, 7780, 11032, 8912, 15924, 21089, 1218, 2147, 19353, 27625, 1923, 24063, 3499, 4274, 15929, 11262, 21090, 15923, 1219, 21821, 30482, 7784, 1794, 1192, 3497, 7779, 14611, 8911, 8900, 13933, 3550, 1931, 874, 8908]",0.0,0.2,0.1,0.04,0.0,0.25,0.25,0.5,0.2,False
11001,15919,Quadrilateral is Parallelogram iff One Pair of Opposite Sides is Equal and Parallel,Let $ABCD$ be a [[Definition:Quadrilateral|quadrilateral]].Then::$ABCD$ is a [[Definition:Parallelogram|parallelogram]]{{iff}}::$AB = CD$ and $AB \parallel CD$where $AB \parallel CD$ denotes that $AB$ is [[Definition:Parallel Lines|parallel]] to $CD$.,"['Definition:Quadrilateral', 'Definition:Quadrilateral/Parallelogram', 'Definition:Parallel (Geometry)/Lines']","[20257, 24064, 24190]","[15920, 15917, 11032]","[15920, 15917, 11032, 31901, 8911]","[15920, 15917, 11032, 31901, 8911, 17111, 11262, 8909, 24064, 15916]","[15920, 15917, 11032, 31901, 8911, 17111, 11262, 8909, 24064, 15916, 15913, 19145, 20174, 15914, 24190, 15915, 31500, 15921, 15926, 1922, 24067, 15922, 10381, 10387, 29633, 24191, 21103, 24068, 10388, 10131, 24062, 7778, 16902, 19570, 21918, 19569, 13108, 30607, 19568, 18126, 15925, 10378, 21089, 20896, 24063, 7785, 20902, 25308, 8908, 7780]",0.0,0.0,0.1,0.04,0.0,0.0,0.3333333333333333,0.6666666666666666,0.1111111111111111,False
11002,15920,Quadrilateral is Parallelogram iff Both Pairs of Opposite Sides are Equal or Parallel,Let $ABCD$ be a [[Definition:Quadrilateral|quadrilateral]].Then::$ABCD$ is a [[Definition:Parallelogram|parallelogram]]{{iff}}::either $AB = CD$ and $AD = BC$:or $AB \parallel CD$ and $AD \parallel BC$where $AB \parallel CD$ denotes that $AB$ is [[Definition:Parallel Lines|parallel]] to $CD$.,"['Definition:Quadrilateral', 'Definition:Quadrilateral/Parallelogram', 'Definition:Parallel (Geometry)/Lines']","[20257, 24064, 24190]","[15919, 15917, 11032]","[15919, 15917, 11032, 31901, 11262]","[15919, 15917, 11032, 31901, 11262, 8911, 17111, 15922, 15926, 19145]","[15919, 15917, 11032, 31901, 11262, 8911, 17111, 15922, 15926, 19145, 20174, 24064, 31500, 24190, 1922, 10381, 10387, 8909, 24191, 15916, 10388, 15913, 24067, 15914, 15915, 15921, 24068, 21918, 30607, 16902, 19570, 19569, 15925, 13108, 18126, 19568, 29633, 21824, 10378, 21103, 25308, 7785, 30724, 3585, 26820, 10131, 19144, 19148, 10379, 17054]",0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.6666666666666666,0.08333333333333333,False
11003,15921,Quadrilateral is Parallelogram iff Both Pairs of Opposite Angles are Equal,Let $ABCD$ be a [[Definition:Quadrilateral|quadrilateral]].Then::$ABCD$ is a [[Definition:Parallelogram|parallelogram]]{{iff}}::$\angle ABC = \angle ADC$ and $\angle BAD = \angle BCD$.,"['Definition:Quadrilateral', 'Definition:Quadrilateral/Parallelogram']","[20257, 24064]","[8909, 11032, 15922]","[8909, 11032, 15922, 20153, 20416]","[8909, 11032, 15922, 20153, 20416, 20156, 20157, 7778, 25207, 20575]","[8909, 11032, 15922, 20153, 20416, 20156, 20157, 7778, 25207, 20575, 20160, 8911, 10248, 25319, 10131, 24061, 25253, 21812, 1931, 20574, 21811, 20155, 1738, 1934, 2151, 3499, 11134, 11133, 11132, 24063, 7822, 24064, 15919, 7780, 21089, 8908, 20896, 21809, 8067, 23623, 7839, 32587, 7820, 7840, 20900, 7841, 8083, 20158, 7823, 7915]",0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.5,0.03125,False
