,theorem_id,throrem_titles,theorem_contents,theorem_refs,ref_ids,retrieved_3,retrieved_5,retrieved_10,retrieved_50,P@3,P@5,P@10,P@50,R@3,R@5,R@10,R@50,RR,self_retrieve
10602,15893,Summation over k to n of Natural Logarithm of k,:$\ds \sum_{k \mathop = 1}^n \ln k = \map \ln {n!}$where $n!$ denotes the $n$th [[Definition:Factorial|factorial]].,['Definition:Factorial'],[20058],"[29386, 20320, 32457]","[29386, 20320, 32457, 24994, 30665]","[29386, 20320, 32457, 24994, 30665, 33057, 26795, 20750, 33055, 32456]","[29386, 20320, 32457, 24994, 30665, 33057, 26795, 20750, 33055, 32456, 33154, 21105, 24810, 25037, 24811, 25043, 32689, 28032, 32683, 24808, 25032, 24809, 32759, 25004, 26971, 32688, 25464, 32584, 28033, 25026, 31566, 28670, 29345, 25050, 29513, 20452, 27131, 22977, 24993, 25173, 23956, 25067, 25055, 22696, 21620, 33121, 25091, 32616, 30803, 29504]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
10603,15894,Difference between Summation of Natural Logarithms and Summation of Harmonic Numbers,:$\displaystyle \sum_{k \mathop = 1}^n H_k - \sum_{k \mathop = 1}^n \map \ln {n!} \approx \gamma n + \dfrac {\ln n} 2 + 0 \cdotp 158$where::$H_k$ denotes the $k$th [[Definition:Harmonic Number|harmonic number]]:$n!$ denotes the $n$th [[Definition:Factorial|factorial]]:$\gamma$ denotes the [[Definition:Euler-Mascheroni Constant|Euler-Mascheroni constant]].,"['Definition:Harmonic Numbers', 'Definition:Factorial', 'Definition:Euler-Mascheroni Constant']","[21005, 20058, 20320]","[32457, 32906, 30665]","[32457, 32906, 30665, 20320, 33038]","[32457, 32906, 30665, 20320, 33038, 26544, 29513, 25107, 27978, 23020]","[32457, 32906, 30665, 20320, 33038, 26544, 29513, 25107, 27978, 23020, 20545, 32911, 32919, 26522, 32920, 32456, 32910, 26537, 28812, 22546, 26543, 29504, 33109, 28151, 26536, 27383, 32905, 27152, 26531, 33119, 26971, 30720, 25172, 30702, 32918, 27404, 30727, 28287, 32787, 20452, 23956, 24810, 25043, 20991, 29883, 31139, 32341, 24811, 25026, 26539]",0.0,0.2,0.1,0.02,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,False
10604,15895,Sum over k of n Choose k by x to the k by kth Harmonic Number/x = -1,While for $x \in \R_{> 0}$ be a [[Definition:Real Number|real number]]::$\displaystyle \sum_{k \mathop \in \Z} \binom n k x^k H_k = \left({x + 1}\right)^n \left({H_n - \ln \left({1 + \frac 1 x}\right)}\right) + \epsilon$when $x = -1$ we have::$\displaystyle \sum_{k \mathop \in \Z} \binom n k x^k H_k = \dfrac {-1} n$where:: $\dbinom n k$ denotes a [[Definition:Binomial Coefficient|binomial coefficient]]: $H_k$ denotes the $k$th [[Definition:Harmonic Number|harmonic number]].,"['Definition:Real Number', 'Definition:Binomial Coefficient', 'Definition:Harmonic Numbers']","[20077, 20059, 21005]","[25172, 29513, 20991]","[25172, 29513, 20991, 32632, 32561]","[25172, 29513, 20991, 32632, 32561, 22623, 32456, 31424, 32559, 32558]","[25172, 29513, 20991, 32632, 32561, 22623, 32456, 31424, 32559, 32558, 32920, 32457, 32919, 23805, 25464, 26971, 32906, 29504, 23175, 32619, 32639, 32898, 21005, 27978, 32237, 25423, 26826, 20971, 32493, 32904, 22972, 25092, 27404, 32424, 23778, 29512, 33018, 33047, 31192, 32905, 32918, 32497, 29464, 25037, 26839, 25050, 20320, 29465, 33046, 32910]",0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.3333333333333333,0.043478260869565216,False
10605,15899,Summation to n of Reciprocal of k by k-1 of Harmonic Number,:$\displaystyle \sum_{1 \mathop < k \mathop \le n} \dfrac 1 {k \paren {k - 1} } H_k = 2 - \dfrac {H_n} n - \dfrac 1 n$where $H_n$ denotes the $n$th [[Definition:Harmonic Number|harmonic number]].,['Definition:Harmonic Numbers'],[21005],"[20945, 29513, 32457]","[20945, 29513, 32457, 32939, 33006]","[20945, 29513, 32457, 32939, 33006, 22623, 33047, 23912, 32877, 32937]","[20945, 29513, 32457, 32939, 33006, 22623, 33047, 23912, 32877, 32937, 33038, 32319, 33051, 32374, 30727, 32424, 20320, 33049, 22145, 32559, 32786, 32906, 33065, 31141, 32470, 32769, 32471, 30814, 27152, 32706, 29378, 32657, 32909, 33067, 26919, 26543, 31139, 33045, 32237, 25172, 32456, 32898, 29376, 32560, 33023, 32876, 26544, 29374, 30665, 25166]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
10606,15900,Riemann Zeta Function of 1000,To at least $100$ [[Definition:Decimal Place|decimal places]]::$\zeta \left({1000}\right) \approx 1$where $\zeta$ denotes the [[Definition:Riemann Zeta Function|Riemann zeta function]].,"['Definition:Decimal Expansion/Decimal Place', 'Definition:Riemann Zeta Function']","[30843, 20432]","[28772, 28113, 30697]","[28772, 28113, 30697, 29359, 30696]","[28772, 28113, 30697, 29359, 30696, 21489, 26643, 32672, 20432, 28009]","[28772, 28113, 30697, 29359, 30696, 21489, 26643, 32672, 20432, 28009, 27454, 27292, 27238, 32616, 26681, 25576, 27773, 25579, 27764, 29795, 26795, 23923, 20615, 22759, 23168, 28253, 27473, 28265, 32068, 31135, 31143, 30258, 32933, 31137, 20481, 26678, 30510, 21499, 20483, 30451, 33082, 30138, 28519, 20959, 27198, 19849, 27065, 30728, 25058, 25069]",0.0,0.0,0.1,0.02,0.0,0.0,0.5,0.5,0.1111111111111111,False
10607,15903,Summation to n of kth Harmonic Number over k,:$\displaystyle \sum_{k \mathop = 1}^n \dfrac {H_k} k = \dfrac { {H_n}^2 + H_n^{\paren 2} } 2$where::$H_n$ denotes the $n$th [[Definition:Harmonic Number|harmonic number]]:$H_n^{\paren 2}$ denotes a [[Definition:General Harmonic Numbers|general harmonic number]].,"['Definition:Harmonic Numbers', 'Definition:Harmonic Numbers/General Definition']","[21005, 23956]","[32906, 32905, 29513]","[32906, 32905, 29513, 25292, 25281]","[32906, 32905, 29513, 25292, 25281, 33038, 25282, 29345, 26918, 25294]","[32906, 32905, 29513, 25292, 25281, 33038, 25282, 29345, 26918, 25294, 30814, 30446, 23956, 27956, 26326, 25092, 24811, 29512, 31139, 22546, 26344, 31141, 24810, 32919, 33049, 32920, 32939, 29411, 25043, 26971, 29398, 33047, 25089, 29396, 32706, 32619, 26328, 20991, 23020, 33109, 27954, 32945, 27404, 32412, 32918, 22210, 32440, 29504, 25090, 32917]",0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.5,0.07692307692307693,False
10608,15904,Summation to n of kth Harmonic Number over k+1,:$\displaystyle \sum_{k \mathop = 1}^n \dfrac {H_k} {k + 1} = \dfrac { {H_{n + 1} }^2 - H_{n + 1}^{\left({2}\right)} } 2$where::$H_n$ denotes the $n$th [[Definition:Harmonic Number|harmonic number]]:$H_n^{\left({2}\right)}$ denotes a [[Definition:General Harmonic Numbers|general harmonic number]].,"['Definition:Harmonic Numbers', 'Definition:Harmonic Numbers/General Definition']","[21005, 23956]","[32906, 29513, 30814]","[32906, 29513, 30814, 32911, 33038]","[32906, 29513, 30814, 32911, 33038, 32877, 32939, 32937, 33051, 32708]","[32906, 29513, 30814, 32911, 33038, 32877, 32939, 32937, 33051, 32708, 26543, 32905, 28279, 25092, 33065, 33006, 32457, 32440, 22623, 29411, 25090, 32919, 32284, 26919, 32283, 24811, 33047, 32918, 33109, 27152, 32559, 32891, 32619, 32706, 32920, 25186, 26523, 20991, 26311, 27522, 27956, 25067, 32456, 32935, 32400, 33042, 23912, 26344, 25190, 32424]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
10609,15905,Principle of Recursive Definition for Well-Ordered Sets,Let $J$ be a [[Definition:Well-Ordered Set|well-ordered set]].Let $C$ be any [[Definition:Set|set]].Let $\mathcal F$ be the set of all [[Definition:Function|functions]] that map [[Definition:Initial Segment|initial segments]] $S_a$ of $J$ into $C$.Then for any function of the form::$\rho: \mathcal F \to C$there exists a [[Definition:Unique|unique]] function::$h: J \to C$satisfying::$\forall \alpha \in J: h\left({\alpha}\right) = \rho\left({ h {\restriction_{S_\alpha}} }\right)$where ${\restriction}$ denotes the [[Definition:Restriction of Mapping|restriction of a mapping]].,"['Definition:Well-Ordered Set', 'Definition:Set', 'Definition:Function', 'Definition:Initial Segment', 'Definition:Unique', 'Definition:Restriction/Mapping']","[19938, 19734, 19757, 22294, 22116, 22106]","[29516, 32914, 22294]","[29516, 32914, 22294, 30530, 23935]","[29516, 32914, 22294, 30530, 23935, 29031, 23885, 20647, 27813, 24970]","[29516, 32914, 22294, 30530, 23935, 29031, 23885, 20647, 27813, 24970, 29158, 20474, 23948, 22347, 32915, 25638, 20196, 32916, 26915, 21036, 31581, 25211, 27814, 29071, 23759, 32348, 24931, 27524, 21033, 24605, 22279, 30529, 24930, 25224, 21578, 29245, 29214, 28468, 21411, 20248, 22437, 27549, 22500, 23028, 23760, 29156, 28176, 20989, 21242, 32387]",0.3333333333333333,0.2,0.1,0.02,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,False
10610,15906,Angles with Parallel or Perpendicular Arms are Equal or Supplementary,Let $A$ and $B$ be [[Definition:Plane Angle|angles]] such that their corresponding arms are either [[Definition:Parallel Lines|parallel]] or [[Definition:Perpendicular|perpendicular]].Then $A$ and $B$ are either [[Definition:Equality|equal]] or [[Definition:Supplementary Angles|supplementary]].,"['Definition:Angle', 'Definition:Parallel (Geometry)/Lines', 'Definition:Right Angle/Perpendicular', 'Definition:Equals', 'Definition:Supplementary Angles']","[20152, 24190, 24250, 19758, 20574]","[21963, 30930, 21054]","[21963, 30930, 21054, 27019, 21528]","[21963, 30930, 21054, 27019, 21528, 31211, 20450, 31208, 23902, 25298]","[21963, 30930, 21054, 27019, 21528, 31211, 20450, 31208, 23902, 25298, 31375, 26496, 22116, 30259, 20922, 23905, 26560, 32398, 31377, 30468, 27030, 20773, 24064, 30909, 27055, 28051, 30931, 26953, 22303, 26107, 26499, 23901, 21868, 20404, 30908, 31374, 28050, 22835, 26108, 25334, 22177, 22186, 25088, 23817, 25503, 23851, 24196, 29294, 29297, 29183]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
10611,15907,Sum of External Angles of Polygon equals Four Right Angles,Let the [[Definition:External Angle|external angles]] of a [[Definition:Polygon|polygon]] be generated in the same direction going around the [[Definition:Polygon|polygon]].Then the sum of all these [[Definition:External Angle|external angles]] equals $4$ [[Definition:Right Angle|right angles]].,"['Definition:Polygon/External Angle', 'Definition:Polygon', 'Definition:Polygon', 'Definition:Polygon/External Angle', 'Definition:Right Angle']","[24077, 20256, 20256, 24077, 20153]","[25208, 21916, 30204]","[25208, 21916, 30204, 21914, 26300]","[25208, 21916, 30204, 21914, 26300, 20891, 24128, 24080, 32192, 24059]","[25208, 21916, 30204, 21914, 26300, 20891, 24128, 24080, 32192, 24059, 25233, 24081, 24061, 21928, 24079, 25263, 25775, 26154, 20575, 24214, 25262, 21931, 21921, 21913, 24249, 20161, 24102, 25213, 22161, 24083, 27390, 32225, 25663, 32260, 20900, 25261, 30473, 24187, 21810, 25634, 24130, 24215, 24077, 29917, 27986, 29928, 32552, 20252, 26081, 26080]",0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.3333333333333333,0.023255813953488372,False
10612,15908,Bisector of Apex of Isosceles Triangle also Bisects Base,Let $\triangle ABC$ be an [[Definition:Isosceles Triangle|isosceles triangle]] whose [[Definition:Apex of Isosceles Triangle|apex]] is $A$.Let $AD$ be the [[Definition:Bisection|bisector]] of $\angle BAC$ such that $AD$ [[Definition:Intersection (Geometry)|intersects]] $BC$ at $D$.Then $AD$ [[Definition:Bisection|bisects]] $BC$.,"['Definition:Triangle (Geometry)/Isosceles', 'Definition:Triangle (Geometry)/Isosceles/Apex', 'Definition:Bisection', 'Definition:Intersection (Geometry)', 'Definition:Bisection']","[20889, 24091, 20259, 21103, 20259]","[24092, 24090, 24089]","[24092, 24090, 24089, 24091, 33145]","[24092, 24090, 24089, 24091, 33145, 30375, 24128, 20416, 30557, 30551]","[24092, 24090, 24089, 24091, 33145, 30375, 24128, 20416, 30557, 30551, 30552, 20435, 25934, 32587, 27446, 20255, 27278, 27279, 24187, 30556, 25523, 33146, 30554, 30555, 29511, 33021, 25653, 20575, 27277, 27684, 32552, 24249, 31922, 21961, 24202, 21375, 24097, 30701, 30259, 25790, 30376, 20964, 20434, 30940, 29907, 29908, 27445, 25322, 32225, 20573]",0.0,0.2,0.1,0.02,0.0,0.25,0.25,0.25,0.25,False
10613,15909,Bisector of Apex of Isosceles Triangle is Perpendicular to Base,Let $\triangle ABC$ be an [[Definition:Isosceles Triangle|isosceles triangle]] whose [[Definition:Apex of Isosceles Triangle|apex]] is $A$.Let $AD$ be the [[Definition:Bisection|bisector]] of $\angle BAC$ such that $AD$ [[Definition:Intersection (Geometry)|intersects]] $BC$ at $D$.Then $AD$ is [[Definition:Perpendicular|perpendicular]] to $BC$.,"['Definition:Triangle (Geometry)/Isosceles', 'Definition:Triangle (Geometry)/Isosceles/Apex', 'Definition:Bisection', 'Definition:Intersection (Geometry)', 'Definition:Right Angle/Perpendicular']","[20889, 24091, 20259, 21103, 24250]","[24092, 24089, 24090]","[24092, 24089, 24090, 24091, 33145]","[24092, 24089, 24090, 24091, 33145, 30375, 24128, 20255, 24249, 30557]","[24092, 24089, 24090, 24091, 33145, 30375, 24128, 20255, 24249, 30557, 30551, 30552, 25934, 21375, 32587, 27446, 24097, 27279, 20416, 24187, 30556, 27278, 25523, 33146, 30554, 20575, 30555, 33021, 25653, 29511, 27277, 27684, 32552, 24203, 21961, 31922, 20964, 20434, 20812, 24202, 25790, 25322, 30376, 24244, 24253, 30701, 30940, 20435, 29908, 29907]",0.0,0.2,0.1,0.02,0.0,0.2,0.2,0.2,0.25,False
10614,15910,Equilateral Triangle is Equiangular,Let $\triangle ABC$ be an [[Definition:Equilateral Triangle|equilateral triangle]].Then $\triangle ABC$ is also [[Definition:Equiangular Polygon|equiangular]].,"['Definition:Triangle (Geometry)/Equilateral', 'Definition:Polygon/Equiangular']","[24099, 24080]","[27279, 30555, 30554]","[27279, 30555, 30554, 27277, 25653]","[27279, 30555, 30554, 27277, 25653, 27446, 27278, 30556, 20964, 29511]","[27279, 30555, 30554, 27277, 25653, 27446, 27278, 30556, 20964, 29511, 30375, 20435, 30552, 30551, 30701, 30557, 30376, 30698, 21961, 20434, 20255, 33145, 24105, 24044, 20416, 33146, 27393, 24107, 21936, 21937, 20514, 24128, 30700, 30699, 27399, 26083, 24081, 29917, 25934, 32587, 26081, 26082, 26084, 26085, 26086, 26087, 26088, 26080, 24096, 24090]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
10615,15911,Equiangular Triangle is Equilateral,Let $\triangle ABC$ be [[Definition:Equiangular Polygon|equiangular]].Then $\triangle ABC$ is an [[Definition:Equilateral Triangle|equilateral triangle]].,"['Definition:Polygon/Equiangular', 'Definition:Triangle (Geometry)/Equilateral']","[24080, 24099]","[27279, 30555, 30554]","[27279, 30555, 30554, 27277, 25653]","[27279, 30555, 30554, 27277, 25653, 27446, 27278, 30556, 20964, 29511]","[27279, 30555, 30554, 27277, 25653, 27446, 27278, 30556, 20964, 29511, 30375, 20435, 30551, 30552, 30701, 30557, 30376, 30698, 21961, 20434, 20514, 20255, 33145, 24044, 24105, 20416, 33146, 27393, 24107, 21937, 21936, 24128, 30699, 30700, 27399, 26083, 24081, 29917, 25934, 32587, 26086, 26084, 26082, 26087, 26081, 26088, 26080, 26085, 24096, 24090]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
10616,15912,No Order Isomophism Between Distinct Initial Segments of Woset,"Let $E$ be a [[Definition:Well-Ordered Set|well-ordered set]].Let $S_\alpha, S_\beta$ be [[Definition:Initial Segment|initial segments]] of $E$ that are [[Definition:Order Isomorphism|order isomorphic]].Then $S_\alpha = S_\beta$.","['Definition:Well-Ordered Set', 'Definition:Initial Segment', 'Definition:Order Isomorphism']","[19938, 22294, 19915]","[29498, 29516, 32914]","[29498, 29516, 32914, 22347, 32915]","[29498, 29516, 32914, 22347, 32915, 31301, 32916, 29199, 31346, 30556]","[29498, 29516, 32914, 22347, 32915, 31301, 32916, 29199, 31346, 30556, 23885, 31310, 20236, 31306, 22294, 25597, 20628, 30107, 31298, 20240, 27051, 29511, 22281, 24007, 23478, 25229, 30381, 23671, 25223, 30558, 21277, 24013, 30694, 27882, 19818, 23878, 29757, 31303, 25598, 30588, 21697, 27881, 22991, 23123, 19915, 30261, 25219, 21137, 23761, 22419]",0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.6666666666666666,0.06666666666666667,False
